,SLVID,_id_$oid,FoodCat1ID,FoodCat1Name,FoodCat2ID,FoodCat2Name,FoodCat3ID,FoodCat3Name,Variation_id_$oid,Variation_ID,Variation_Organic,Variation_CO2,Variation_text_en,Variation_text_sv,Variation_text_no,Variation_text_dk,Variation_RegionName,Variation_RegionID,Variation_Source,Name_sv,Name_no,Name_en,Name_dk,Class,Variation_RegionName_dk,Variation_RegionName_no,Variation_RegionName_en,Variation_RegionName_sv,WeightedAverageCO2
0,1.0,5b0083866fd2dcf4a031b73f,2,Fett och olja,109,Smör och annat djurfett,544,Fett. talg-. nöt,,3.0,False,1.9,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Talg nöt,Dyrefett,Tallow beef,Talgkød,4.0,Danmark,Norge,Scandinavia,Sverige,1.9
1,1.0,5b0083866fd2dcf4a031b73f,2,Fett och olja,109,Smör och annat djurfett,544,Fett. talg-. nöt,5b7bd6c84a40085c09206b1c,1.0,True,1.9,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Talg nöt,Dyrefett,Tallow beef,Talgkød,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.9
2,2.0,5b0083866fd2dcf4a031b7b1,2,Fett och olja,109,Smör och annat djurfett,529,Fett. ister-. gris,,3.0,False,1.0,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Späck gris,Gris spekk,Pork bubbler,Svinefedt,4.0,Danmark,Norge,Scandinavia,Sverige,1.0
3,2.0,5b0083866fd2dcf4a031b7b1,2,Fett och olja,109,Smör och annat djurfett,529,Fett. ister-. gris,5b7bd6c84a40085c09206b1f,1.0,True,1.0,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Späck gris,Gris spekk,Pork bubbler,Svinefedt,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.0
4,3.0,5b0083876fd2dcf4a031bde5,2,Fett och olja,109,Smör och annat djurfett,529,Fett. ister-. gris,,3.0,False,1.0,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Ister gris,Gris ister,Pork lard,Svine ister,4.0,Danmark,Norge,Scandinavia,Sverige,1.0
5,3.0,5b0083876fd2dcf4a031bde5,2,Fett och olja,109,Smör och annat djurfett,529,Fett. ister-. gris,5b7bd6c84a40085c09206b22,1.0,True,1.0,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Ister gris,Gris ister,Pork lard,Svine ister,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.0
6,997.0,5b0083876fd2dcf4a031bf09,2,Fett och olja,109,Smör och annat djurfett,529,Fett. ister-. gris,,3.0,False,1.0,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Gris svål,Gris flesk,Pork rind,Svinekød flæskesvær,4.0,Danmark,Norge,Scandinavia,Sverige,1.0
7,997.0,5b0083876fd2dcf4a031bf09,2,Fett och olja,109,Smör och annat djurfett,529,Fett. ister-. gris,5b7bd6c84a40085c092078fd,1.0,True,1.0,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Gris svål,Gris flesk,Pork rind,Svinekød flæskesvær,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.0
8,4.0,5b0083876fd2dcf4a031c33e,2,Fett och olja,108,Vegetabilisk fett och olja,528,Fett. kokos-,5b7bd6c84a40085c09206b24,0.0,True,4.92,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kokosfett,Kokosfett,Coconut fat,Kokos fedt,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,4.92
9,4.0,5b0083876fd2dcf4a031c33e,2,Fett och olja,108,Vegetabilisk fett och olja,528,Fett. kokos-,5b7bd6c84a40085c09206b26,2.0,False,4.92,"Indonesia, Conventional","Indonesien, Konventionell","Indonesia, Konvensjonell","Indonesien, Konventionel",Indonesien,32.0,RISE-1.5,Kokosfett,Kokosfett,Coconut fat,Kokos fedt,3.0,Indonesien,Indonesia,Indonesia,Indonesien,4.92
10,5.0,5b0083876fd2dcf4a031bb69,2,Fett och olja,110,Margarin och blandade fetter,543,Matfettsblandning 80% typ Bregott,,5.0,False,5.47,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Matfettsblandning fett ca 80%,Matlagingfett ca 80% fett,Edible fat 80%,Blandet fedt ca. 80%,4.0,Danmark,Norge,Scandinavia,Sverige,5.47
11,5.0,5b0083876fd2dcf4a031bb69,2,Fett och olja,110,Margarin och blandade fetter,543,Matfettsblandning 80% typ Bregott,,4.0,True,5.47,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Matfettsblandning fett ca 80%,Matlagingfett ca 80% fett,Edible fat 80%,Blandet fedt ca. 80%,4.0,Danmark,Norge,Scandinavia,Sverige,5.47
12,2190.0,5b0083876fd2dcf4a031bb6c,2,Fett och olja,110,Margarin och blandade fetter,543,Matfettsblandning 80% typ Bregott,,5.0,False,5.47,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Matfettsblandning fett 75%,Matfettsblanding fett 75%,Fat blend fat 75%,Madfedt blanding fedt 75%,4.0,Danmark,Norge,Scandinavia,Sverige,5.47
13,2190.0,5b0083876fd2dcf4a031bb6c,2,Fett och olja,110,Margarin och blandade fetter,543,Matfettsblandning 80% typ Bregott,,4.0,True,5.47,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Matfettsblandning fett 75%,Matfettsblanding fett 75%,Fat blend fat 75%,Madfedt blanding fedt 75%,4.0,Danmark,Norge,Scandinavia,Sverige,5.47
14,6.0,5b0083876fd2dcf4a031bb6f,2,Fett och olja,110,Margarin och blandade fetter,542,Matfettsblandning 60% typ Bregott mellan,,3.0,False,3.57,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Matfettsblandning fett ca 60%,Matlagingfett ca 60% fett,Edible fat 60%,Blandet fedt ca. 60%,4.0,Danmark,Norge,Scandinavia,Sverige,3.57
15,6.0,5b0083876fd2dcf4a031bb6f,2,Fett och olja,110,Margarin och blandade fetter,542,Matfettsblandning 60% typ Bregott mellan,5b7bd6c84a40085c09206b2d,1.0,True,3.57,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Matfettsblandning fett ca 60%,Matlagingfett ca 60% fett,Edible fat 60%,Blandet fedt ca. 60%,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,3.57
16,7.0,5b0083886fd2dcf4a031c6a2,2,Fett och olja,110,Margarin och blandade fetter,538,Margarin 70%. bords-,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin,Bordsmargarin,Table margarine,Bordmargarine,2.0,Danmark,Norge,Scandinavia,Sverige,1.81
17,7.0,5b0083886fd2dcf4a031c6a2,2,Fett och olja,110,Margarin och blandade fetter,538,Margarin 70%. bords-,5b7bd6c84a40085c09206b30,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Bordsmargarin,Bordsmargarin,Table margarine,Bordmargarine,2.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
18,2490.0,5b0083876fd2dcf4a031c18e,2,Fett och olja,110,Margarin och blandade fetter,538,Margarin 70%. bords-,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin fett 70% berikad typ Becel Gold,Tabell margarin fett 70% beriket type Becel Gold,Table margarine fat 70% enriched type becel gold,Bordmargarinfedt 70% beriget type Becel Gold,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
19,2490.0,5b0083876fd2dcf4a031c18e,2,Fett och olja,110,Margarin och blandade fetter,538,Margarin 70%. bords-,5b7bd6c94a40085c0920866c,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Bordsmargarin fett 70% berikad typ Becel Gold,Tabell margarin fett 70% beriket type Becel Gold,Table margarine fat 70% enriched type becel gold,Bordmargarinfedt 70% beriget type Becel Gold,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
20,8.0,,2,Fett och olja,110,Margarin och blandade fetter,537,"Margarin 60%, bords-",,2.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin extrasaltat fett 60% ,Bordsmargarin ekstra saltet fett 60% ,Table margarine extra salted fat 60%,Bordmargarine ekstra saltet fedt 60% ,4.0,Danmark,Norge,Scandinavia,Sverige,1.81
21,2402.0,5b0083876fd2dcf4a031c192,2,Fett och olja,110,Margarin och blandade fetter,537,Margarin 60%. bords-,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin fett 60% berikad typ Carlshamn Runda Bords,Tabell margarinfett 60% beriket type Carlshamn Round Bords,Table margarine fat 60% enriched type carlshamn round bords,Bordmargarinfedt 60% beriget type Carlshamn Round Table,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
22,2402.0,5b0083876fd2dcf4a031c192,2,Fett och olja,110,Margarin och blandade fetter,537,Margarin 60%. bords-,5b7bd6c94a40085c09208621,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Bordsmargarin fett 60% berikad typ Carlshamn Runda Bords,Tabell margarinfett 60% beriket type Carlshamn Round Bords,Table margarine fat 60% enriched type carlshamn round bords,Bordmargarinfedt 60% beriget type Carlshamn Round Table,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
23,4107.0,5b0083876fd2dcf4a031c190,2,Fett och olja,110,Margarin och blandade fetter,537,Margarin 60%. bords-,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin fett 60% berikad typ Euroshopper,Tabell margarin fett 60% beriket type Euroshopper,Table margarine fat 60% enriched type euroshopper,Bordmargarinet fedt 60% beriget type Euroshopper,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
24,4107.0,5b0083876fd2dcf4a031c190,2,Fett och olja,110,Margarin och blandade fetter,537,Margarin 60%. bords-,5b7bd6c94a40085c092087b4,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Bordsmargarin fett 60% berikad typ Euroshopper,Tabell margarin fett 60% beriket type Euroshopper,Table margarine fat 60% enriched type euroshopper,Bordmargarinet fedt 60% beriget type Euroshopper,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
25,5086.0,5b0083876fd2dcf4a031c194,2,Fett och olja,110,Margarin och blandade fetter,537,Margarin 60%. bords-,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin fett 60 % ,Tabell margarin fett 59% beriket type Flora mellom,Table margarine fat 60% ,Bordmargarinfedt 59%,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
26,5086.0,5b0083876fd2dcf4a031c194,2,Fett och olja,110,Margarin och blandade fetter,537,Margarin 60%. bords-,5b7bd6c94a40085c0920890e,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Bordsmargarin fett 60 % ,Tabell margarin fett 59% beriket type Flora mellom,Table margarine fat 60% ,Bordmargarinfedt 59%,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
27,9.0,,2,Fett och olja,110,Margarin och blandade fetter,540,"Margarin, hushålls-/bords- 60-80%, mjölkfritt",,2.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin mjölkfri fett 60%,Bordsmargarin melkefritt fett 60% anriket,Table margarine milk-free fat 60% ,Bordmargarine mælkefrit fedt 60%,3.0,Danmark,Norge,Scandinavia,Sverige,1.81
28,2403.0,5b0083876fd2dcf4a031c18a,2,Fett och olja,110,Margarin och blandade fetter,540,Margarin. hushålls-/bords- 60-80%. mjölkfritt,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Bordsmargarin mjölkfri fett 70% berikad typ Carlshamn,Tabell margarin melkefritt fett 70% beriket type Carlshamn,Table margarine milk-free fat 70% enriched type carlshamn,Bord margarine mælkefrit fedt 70% beriget type Carlshamn,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
29,2403.0,5b0083876fd2dcf4a031c18a,2,Fett och olja,110,Margarin och blandade fetter,540,Margarin. hushålls-/bords- 60-80%. mjölkfritt,5b7bd6c94a40085c09208624,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Bordsmargarin mjölkfri fett 70% berikad typ Carlshamn,Tabell margarin melkefritt fett 70% beriket type Carlshamn,Table margarine milk-free fat 70% enriched type carlshamn,Bord margarine mælkefrit fedt 70% beriget type Carlshamn,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
30,2404.0,5b0083876fd2dcf4a031be3e,2,Fett och olja,110,Margarin och blandade fetter,540,Margarin. hushålls-/bords- 60-80%. mjölkfritt,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin mjölkfri fett 80%,Honeycomb margarine melkfritt fett 80%,Honeycomb margarine milk-free fat 80%,Husholdning margarine mejeri fedt 80%,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
31,2404.0,5b0083876fd2dcf4a031be3e,2,Fett och olja,110,Margarin och blandade fetter,540,Margarin. hushålls-/bords- 60-80%. mjölkfritt,5b7bd6c94a40085c09208627,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Hushållsmargarin mjölkfri fett 80%,Honeycomb margarine melkfritt fett 80%,Honeycomb margarine milk-free fat 80%,Husholdning margarine mejeri fedt 80%,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
32,4095.0,5b0083876fd2dcf4a031be3c,2,Fett och olja,110,Margarin och blandade fetter,540,Margarin. hushålls-/bords- 60-80%. mjölkfritt,,3.0,False,1.81,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin mjölkfri fett 80% berikad typ Milda,Husholdnings margarin melkfritt fett 80% beriket type Milda,Household margarine milk-free fat 80% enriched type milda,Husholdnings margarine mælkefrit fedt 80% beriget type Milda,5.0,Danmark,Norge,Scandinavia,Sverige,1.81
33,4095.0,5b0083876fd2dcf4a031be3c,2,Fett och olja,110,Margarin och blandade fetter,540,Margarin. hushålls-/bords- 60-80%. mjölkfritt,5b7bd6c94a40085c092087a8,1.0,True,1.81,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Hushållsmargarin mjölkfri fett 80% berikad typ Milda,Husholdnings margarin melkfritt fett 80% beriket type Milda,Household margarine milk-free fat 80% enriched type milda,Husholdnings margarine mælkefrit fedt 80% beriget type Milda,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.81
34,10.0,5b0083876fd2dcf4a031c014,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,7.0,False,1.66,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Flytande margarin,Flytende margarin,Liquid margarine,Flydende margarine,1.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,1.56
35,10.0,5b0083876fd2dcf4a031c014,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,5.0,False,1.56,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Flytande margarin,Flytende margarin,Liquid margarine,Flydende margarine,1.0,Danmark,Norge,Scandinavia,Sverige,1.56
36,10.0,5b0083876fd2dcf4a031c014,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,5b7bd6c84a40085c09206b39,1.0,True,1.68,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Flytande margarin,Flytende margarin,Liquid margarine,Flydende margarine,1.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.56
37,2400.0,5b0083876fd2dcf4a031c01c,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,7.0,False,1.66,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Margarin flytande fett 80%,Margarin flytende fett 80%,Margarine liquid fat 80%,Margarine flydende fedt 80%,3.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,1.56
38,2400.0,5b0083876fd2dcf4a031c01c,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,5.0,False,1.56,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Margarin flytande fett 80%,Margarin flytende fett 80%,Margarine liquid fat 80%,Margarine flydende fedt 80%,3.0,Danmark,Norge,Scandinavia,Sverige,1.56
39,2400.0,5b0083876fd2dcf4a031c01c,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,5b7bd6c94a40085c09208619,1.0,True,1.68,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Margarin flytande fett 80%,Margarin flytende fett 80%,Margarine liquid fat 80%,Margarine flydende fedt 80%,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.56
40,2470.0,5b0083876fd2dcf4a031c018,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,7.0,False,1.66,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Flytande margarin fett 80% berikad typ Mjuka Milda,Flytende margarinfett 80% beriket type Soft Milda,Liquid margarine fat 80% enriched type soft milda,Flydende margarinfedt 80% beriget type Soft Milda,5.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,1.56
41,2470.0,5b0083876fd2dcf4a031c018,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,5.0,False,1.56,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Flytande margarin fett 80% berikad typ Mjuka Milda,Flytende margarinfett 80% beriket type Soft Milda,Liquid margarine fat 80% enriched type soft milda,Flydende margarinfedt 80% beriget type Soft Milda,5.0,Danmark,Norge,Scandinavia,Sverige,1.56
42,2470.0,5b0083876fd2dcf4a031c018,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,5b7bd6c94a40085c09208633,1.0,True,1.68,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Flytande margarin fett 80% berikad typ Mjuka Milda,Flytende margarinfett 80% beriket type Soft Milda,Liquid margarine fat 80% enriched type soft milda,Flydende margarinfedt 80% beriget type Soft Milda,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.56
43,2474.0,5b0083876fd2dcf4a031c010,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,7.0,False,1.66,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Flytande margarin fett 82% typ Becel,Flytende margarinfett 82% type Becel,Liquid margarine fat 82% type becel,Flydende margarinfedt 82% type Becel,5.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,1.56
44,2474.0,5b0083876fd2dcf4a031c010,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,,5.0,False,1.56,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Flytande margarin fett 82% typ Becel,Flytende margarinfett 82% type Becel,Liquid margarine fat 82% type becel,Flydende margarinfedt 82% type Becel,5.0,Danmark,Norge,Scandinavia,Sverige,1.56
45,2474.0,5b0083876fd2dcf4a031c010,2,Fett och olja,110,Margarin och blandade fetter,534,Margarin 80%. flytande,5b7bd6c94a40085c0920863e,1.0,True,1.68,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Flytande margarin fett 82% typ Becel,Flytende margarinfett 82% type Becel,Liquid margarine fat 82% type becel,Flydende margarinfedt 82% type Becel,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.56
46,12.0,5b0083876fd2dcf4a031c38b,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,,3.0,False,2.5,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin fett 12%,Margarin husholdning fett 12%,Household margarine fat 12%,Husholdning margarine fedt 12%,3.0,Danmark,Norge,Scandinavia,Sverige,2.5
47,12.0,5b0083876fd2dcf4a031c38b,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,5b7bd6c84a40085c09206b3e,1.0,True,2.5,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Hushållsmargarin fett 12%,Margarin husholdning fett 12%,Household margarine fat 12%,Husholdning margarine fedt 12%,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,2.5
48,13.0,,2,Fett och olja,110,Margarin och blandade fetter,539,"Margarin 80%, hushålls-",,2.0,False,2.5,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin fett 80% berikad typ Milda,Margarin husholdning fett 80%,Household margarine fat 80% enriched type Milda,Husholdnings margarine fedt 80%,3.0,Danmark,Norge,Scandinavia,Sverige,2.5
49,2405.0,5b0083876fd2dcf4a031be46,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,,3.0,False,2.5,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin fett 80% berikad typ Carlshamn gottgott,Husholdnings margarin fett 80% beriket type Carlshamn god,Household margarine fat 80% enriched type carlshamn good,Husholdnings margarin fedt 80% beriget type Carlshamn velsmagende,5.0,Danmark,Norge,Scandinavia,Sverige,2.5
50,2405.0,5b0083876fd2dcf4a031be46,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,5b7bd6c94a40085c0920862a,1.0,True,2.5,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Hushållsmargarin fett 80% berikad typ Carlshamn gottgott,Husholdnings margarin fett 80% beriket type Carlshamn god,Household margarine fat 80% enriched type carlshamn good,Husholdnings margarin fedt 80% beriget type Carlshamn velsmagende,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,2.5
51,4110.0,5b0083876fd2dcf4a031be40,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,,3.0,False,2.5,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin fett 80% berikad typ VitaDor,Husholdnings margarinfett 80% beriket type VitaDor,Household margarine fat 80% enriched type vitador,Margarita fedt til husholdningen 80% beriget type VitaDor,5.0,Danmark,Norge,Scandinavia,Sverige,2.5
52,4110.0,5b0083876fd2dcf4a031be40,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,5b7bd6c94a40085c092087ba,1.0,True,2.5,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Hushållsmargarin fett 80% berikad typ VitaDor,Husholdnings margarinfett 80% beriket type VitaDor,Household margarine fat 80% enriched type vitador,Margarita fedt til husholdningen 80% beriget type VitaDor,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,2.5
53,4111.0,5b0083876fd2dcf4a031be44,2,Fett och olja,110,Margarin och blandade fetter,539,Margarin 80%. hushålls-,,3.0,False,2.5,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Hushållsmargarin fett 80% berikad typ Hemköp,Husholdnings margarinfett 80% beriket type Hemköp,Household margarine fat 80% enriched type hemköp,Husholdnings margarin fedt 80% beriget type Hemköp,5.0,Danmark,Norge,Scandinavia,Sverige,2.5
