,SLVID,_id_$oid,FoodCat1ID,FoodCat1Name,FoodCat2ID,FoodCat2Name,FoodCat3ID,FoodCat3Name,Variation_id_$oid,Variation_ID,Variation_Organic,Variation_CO2,Variation_text_en,Variation_text_sv,Variation_text_no,Variation_text_dk,Variation_RegionName,Variation_RegionID,Variation_Source,Name_sv,Name_no,Name_en,Name_dk,Class,Variation_RegionName_dk,Variation_RegionName_no,Variation_RegionName_en,Variation_RegionName_sv,WeightedAverageCO2
4584,1939.0,5b0083866fd2dcf4a031b6a4,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1130,Mjöl. vete-,,5.0,False,0.44,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Vetemjöl berik,Hvetemel berike,Wheat flour enrich,Hvedemel beriget,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4585,1939.0,5b0083866fd2dcf4a031b6a4,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1130,Mjöl. vete-,,4.0,True,0.44,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Vetemjöl berik,Hvetemel berike,Wheat flour enrich,Hvedemel beriget,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4586,1941.0,5b0083866fd2dcf4a031b6ad,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1130,Mjöl. vete-,,5.0,False,0.44,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Vetemjöl,Hvetemel,Flour,Hvedemel,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4587,1941.0,5b0083866fd2dcf4a031b6ad,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1130,Mjöl. vete-,,4.0,True,0.44,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Vetemjöl,Hvetemel,Flour,Hvedemel,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4588,1940.0,5b0083876fd2dcf4a031bf03,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1129,Mjöl. vete-. fullkorn,,3.0,False,0.44,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Grovt vetemjöl berik,Grønt hvetemel berikerer,Coarse wheat flour enriches,Råt hvedemel beriget,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4589,1940.0,5b0083876fd2dcf4a031bf03,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1129,Mjöl. vete-. fullkorn,5b7bd6c94a40085c0920835d,1.0,True,0.44,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Grovt vetemjöl berik,Grønt hvetemel berikerer,Coarse wheat flour enriches,Råt hvedemel beriget,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.44
4590,1942.0,5b0083876fd2dcf4a031baff,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1127,Mjöl. rågsikt,,3.0,False,0.44,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Mjölblandning grov vete råg vitberik,Melblanding grov hvete rug hvit bær,Flour blend coarse wheat rye white berry,Melblanding grov hvid rug rug berigelse,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4591,1942.0,5b0083876fd2dcf4a031baff,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1127,Mjöl. rågsikt,5b7bd6c94a40085c09208364,1.0,True,0.44,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Mjölblandning grov vete råg vitberik,Melblanding grov hvete rug hvit bær,Flour blend coarse wheat rye white berry,Melblanding grov hvid rug rug berigelse,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.44
4592,1943.0,5b0083876fd2dcf4a031bafd,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1127,Mjöl. rågsikt,,3.0,False,0.44,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Mjölblandning rågsikt m vetemjöl vitberik,Melblanding rå salvie med hvetemel hvit bær,Flour mixture raw sage with wheat flour white berry,Melblanding rå sigte med hvid mel hvid berigelse,5.0,Danmark,Norge,Scandinavia,Sverige,0.44
4593,1943.0,5b0083876fd2dcf4a031bafd,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1127,Mjöl. rågsikt,5b7bd6c94a40085c09208367,1.0,True,0.44,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Mjölblandning rågsikt m vetemjöl vitberik,Melblanding rå salvie med hvetemel hvit bær,Flour mixture raw sage with wheat flour white berry,Melblanding rå sigte med hvid mel hvid berigelse,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.44
4594,1945.0,5b0083876fd2dcf4a031bbb3,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1118,Majsstärkelse,5b7bd6c94a40085c0920836c,0.0,True,0.88,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Majsstärkelse,Maisstivelse,Cornstarch,Majsstivelse,1.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.88
4595,1945.0,5b0083876fd2dcf4a031bbb3,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1118,Majsstärkelse,5b7bd6c94a40085c0920836e,2.0,False,0.88,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.5,Majsstärkelse,Maisstivelse,Cornstarch,Majsstivelse,1.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,0.88
4596,1946.0,5b0083876fd2dcf4a031b99e,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1146,Potatismjöl,5b7bd6c94a40085c0920836f,0.0,True,1.2,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Potatismjöl el potatisgryn,Potetmel eller potetgryn,Potato flour or potato groats,Kartoffelmel eller kartoffelgryn,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.2
4597,1946.0,5b0083876fd2dcf4a031b99e,11,Spannmål och spannmålsprodukter,186,Mjöl eller stärkelse,1146,Potatismjöl,5b7bd6c94a40085c09208371,2.0,False,1.2,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Potatismjöl el potatisgryn,Potetmel eller potetgryn,Potato flour or potato groats,Kartoffelmel eller kartoffelgryn,3.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,1.2
4598,1947.0,5b0083866fd2dcf4a031b88e,13,Övriga livsmedel,191,Kosttillskott och hälsopreparat,1177,Samarin. pulver,5b7bd6c94a40085c09208372,0.0,True,1.1,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Samarinpulver,Samarinpulver,Samarinpulver,Samarinpulver,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.1
4599,1947.0,5b0083866fd2dcf4a031b88e,13,Övriga livsmedel,191,Kosttillskott och hälsopreparat,1177,Samarin. pulver,5b7bd6c94a40085c09208374,2.0,False,1.1,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.5,Samarinpulver,Samarinpulver,Samarinpulver,Samarinpulver,5.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,1.1
4600,1948.0,5b0083866fd2dcf4a031b890,13,Övriga livsmedel,191,Kosttillskott och hälsopreparat,1176,Samarin. drickfärdig,,3.0,False,0.02,"Europe, except the Nordic countries, Conventional","Europa, förutom Norden, Konventionell","Europa, bortsett fra de nordiske landene, Konvensjonell","Europa undtagen de nordiske lande, Konventionel","Europa, förutom Norden",10.0,RISE-1.5,Samarin drickf,Drickf hest,Drickf horse,Samarin drickf,5.0,Europa undtagen de nordiske lande,"Europa, bortsett fra de nordiske landene","Europe, except the Nordic countries","Europa, förutom Norden",0.02
4601,1948.0,5b0083866fd2dcf4a031b890,13,Övriga livsmedel,191,Kosttillskott och hälsopreparat,1176,Samarin. drickfärdig,5b7bd6c94a40085c09208376,1.0,True,0.02,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Samarin drickf,Drickf hest,Drickf horse,Samarin drickf,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.02
4602,1949.0,5b0083866fd2dcf4a031b806,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208378,0.0,True,0.23,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Sodavatten,Sodavann,Soda water,Sodavand,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.23
4603,1949.0,5b0083866fd2dcf4a031b806,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920837a,2.0,False,0.35,"Italy, Conventional","Italien, Konventionell","Italia, Konvensjonell","Italien, Konventionel",Italien,7.0,RISE-1.5,Sodavatten,Sodavann,Soda water,Sodavand,4.0,Italien,Italia,Italy,Italien,0.23
4604,1949.0,5b0083866fd2dcf4a031b806,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920837b,3.0,False,0.1,"Denmark, Conventional","Danmark, Konventionell","Danmark, Konvensjonell","Danmark, Konventionel",Danmark,21.0,RISE-1.4,Sodavatten,Sodavann,Soda water,Sodavand,4.0,Danmark,Danmark,Denmark,Danmark,0.23
4605,1949.0,5b0083866fd2dcf4a031b806,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920837d,5.0,False,0.2,"Norway, Conventional","Norge, Konventionell","Norge, Konvensjonell","Norge, Konventionel",Norge,18.0,RISE-1.5,Sodavatten,Sodavann,Soda water,Sodavand,4.0,Norge,Norge,Norway,Norge,0.23
4606,1950.0,5b0083866fd2dcf4a031b69b,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920837e,0.0,True,0.23,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Vichyvatten,Kullsyreholdig vann,Soda water,Sodavand,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.23
4607,1950.0,5b0083866fd2dcf4a031b69b,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208380,2.0,False,0.1,"Denmark, Conventional","Danmark, Konventionell","Danmark, Konvensjonell","Danmark, Konventionel",Danmark,21.0,RISE-1.4,Vichyvatten,Kullsyreholdig vann,Soda water,Sodavand,5.0,Danmark,Danmark,Denmark,Danmark,0.23
4608,1950.0,5b0083866fd2dcf4a031b69b,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208382,4.0,False,0.35,"Italy, Conventional","Italien, Konventionell","Italia, Konvensjonell","Italien, Konventionel",Italien,7.0,RISE-1.5,Vichyvatten,Kullsyreholdig vann,Soda water,Sodavand,5.0,Italien,Italia,Italy,Italien,0.23
4609,1950.0,5b0083866fd2dcf4a031b69b,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208383,5.0,False,0.2,"Norway, Conventional","Norge, Konventionell","Norge, Konvensjonell","Norge, Konventionel",Norge,18.0,RISE-1.5,Vichyvatten,Kullsyreholdig vann,Soda water,Sodavand,5.0,Norge,Norge,Norway,Norge,0.23
4610,1951.0,5b0083876fd2dcf4a031bb28,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208384,0.0,True,0.23,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Mineralvatten,Mineralvann,Mineral water,Mineralvand,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.23
4611,1951.0,5b0083876fd2dcf4a031bb28,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208386,2.0,False,0.1,"Denmark, Conventional","Danmark, Konventionell","Danmark, Konvensjonell","Danmark, Konventionel",Danmark,21.0,RISE-1.4,Mineralvatten,Mineralvann,Mineral water,Mineralvand,5.0,Danmark,Danmark,Denmark,Danmark,0.23
4612,1951.0,5b0083876fd2dcf4a031bb28,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208387,3.0,False,0.35,"Italy, Conventional","Italien, Konventionell","Italia, Konvensjonell","Italien, Konventionel",Italien,7.0,RISE-1.5,Mineralvatten,Mineralvann,Mineral water,Mineralvand,5.0,Italien,Italia,Italy,Italien,0.23
4613,1951.0,5b0083876fd2dcf4a031bb28,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c09208388,4.0,False,0.2,"Norway, Conventional","Norge, Konventionell","Norge, Konvensjonell","Norge, Konventionel",Norge,18.0,RISE-1.5,Mineralvatten,Mineralvann,Mineral water,Mineralvand,5.0,Norge,Norge,Norway,Norge,0.23
4614,1952.0,5b0083876fd2dcf4a031bb23,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920838a,0.0,True,0.23,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Mineralvatten m tillsatt kalium,Mineralvann med kalium tilsatt,Mineral water with potassium added,Mineralvand tilsat kalium,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.23
4615,1952.0,5b0083876fd2dcf4a031bb23,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920838c,2.0,False,0.35,"Italy, Conventional","Italien, Konventionell","Italia, Konvensjonell","Italien, Konventionel",Italien,7.0,RISE-1.5,Mineralvatten m tillsatt kalium,Mineralvann med kalium tilsatt,Mineral water with potassium added,Mineralvand tilsat kalium,5.0,Italien,Italia,Italy,Italien,0.23
4616,1952.0,5b0083876fd2dcf4a031bb23,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920838d,3.0,False,0.2,"Norway, Conventional","Norge, Konventionell","Norge, Konvensjonell","Norge, Konventionel",Norge,18.0,RISE-1.5,Mineralvatten m tillsatt kalium,Mineralvann med kalium tilsatt,Mineral water with potassium added,Mineralvand tilsat kalium,5.0,Norge,Norge,Norway,Norge,0.23
4617,1952.0,5b0083876fd2dcf4a031bb23,1,Dryck (ej mjölk),107,Vatten,523,Vatten. mineral-,5b7bd6c94a40085c0920838e,4.0,False,0.1,"Denmark, Conventional","Danmark, Konventionell","Danmark, Konvensjonell","Danmark, Konventionel",Danmark,21.0,RISE-1.4,Mineralvatten m tillsatt kalium,Mineralvann med kalium tilsatt,Mineral water with potassium added,Mineralvand tilsat kalium,5.0,Danmark,Danmark,Denmark,Danmark,0.23
4618,1953.0,5b0083876fd2dcf4a031bccd,1,Dryck (ej mjölk),107,Vatten,522,Vatten. kran-,,3.0,False,0.0,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kranvatten,Vann fra springen,Tap water,Vand fra hanen,4.0,Danmark,Norge,Scandinavia,Sverige,0.0
4619,1953.0,5b0083876fd2dcf4a031bccd,1,Dryck (ej mjölk),107,Vatten,522,Vatten. kran-,5b7bd6c94a40085c09208391,1.0,True,0.0,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kranvatten,Vann fra springen,Tap water,Vand fra hanen,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.0
4620,1955.0,5b0083866fd2dcf4a031b820,1,Dryck (ej mjölk),102,Kaffe. te och kakao,516,Kaffe. snabb-. pulver,,3.0,False,7.85,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kaffepulver,Kaffepulver,Coffee powder,Kaffepulver,3.0,Danmark,Norge,Scandinavia,Sverige,7.85
4621,1955.0,5b0083866fd2dcf4a031b820,1,Dryck (ej mjölk),102,Kaffe. te och kakao,516,Kaffe. snabb-. pulver,5b7bd6c94a40085c09208394,1.0,True,7.85,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kaffepulver,Kaffepulver,Coffee powder,Kaffepulver,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,7.85
4622,1956.0,5b0083866fd2dcf4a031b824,1,Dryck (ej mjölk),102,Kaffe. te och kakao,515,Kaffe. snabb-. drickfärdigt,,3.0,False,0.15,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Snabbkaffe drickf,Pulverkaffe drinker,Quick coffee drinker,Hurtig kaffe drinkf,5.0,Danmark,Norge,Scandinavia,Sverige,0.15
4623,1956.0,5b0083866fd2dcf4a031b824,1,Dryck (ej mjölk),102,Kaffe. te och kakao,515,Kaffe. snabb-. drickfärdigt,5b7bd6c94a40085c09208397,1.0,True,0.15,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Snabbkaffe drickf,Pulverkaffe drinker,Quick coffee drinker,Hurtig kaffe drinkf,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.15
4624,1959.0,5b0083866fd2dcf4a031b822,1,Dryck (ej mjölk),102,Kaffe. te och kakao,515,Kaffe. snabb-. drickfärdigt,,3.0,False,0.15,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Snabbkaffe koffeinfritt drickf,Pulverkaffe koffeinfri drinkf,Fast coffee decaffeinated drinkf,Hurtig kaffe koffeinfri drinkf,5.0,Danmark,Norge,Scandinavia,Sverige,0.15
4625,1959.0,5b0083866fd2dcf4a031b822,1,Dryck (ej mjölk),102,Kaffe. te och kakao,515,Kaffe. snabb-. drickfärdigt,5b7bd6c94a40085c092083a0,1.0,True,0.15,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Snabbkaffe koffeinfritt drickf,Pulverkaffe koffeinfri drinkf,Fast coffee decaffeinated drinkf,Hurtig kaffe koffeinfri drinkf,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.15
4626,1960.0,5b0083866fd2dcf4a031b738,1,Dryck (ej mjölk),102,Kaffe. te och kakao,520,Te. blad. torkade,5b7bd6c94a40085c092083a2,0.0,True,2.98,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Te pulver,Te pulver,Tea powder,Te pulver,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,2.98
4627,1960.0,5b0083866fd2dcf4a031b738,1,Dryck (ej mjölk),102,Kaffe. te och kakao,520,Te. blad. torkade,5b7bd6c94a40085c092083a4,2.0,False,2.98,"Kenya, Conventional","Kenya, Konventionell","Kenya, Konvensjonell","Kenya, Konventionel",Kenya,36.0,RISE-1.5,Te pulver,Te pulver,Tea powder,Te pulver,3.0,Kenya,Kenya,Kenya,Kenya,2.98
4628,1962.0,5b0083866fd2dcf4a031b73a,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083a5,0.0,True,0.19,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Te brygt,Te brygget,You brygt,Brygt dig,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.19
4629,1962.0,5b0083866fd2dcf4a031b73a,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083a7,2.0,False,0.18,"If, Conventional","Indien, Konventionell","Om, Konvensjonell","Hvis, Konventionel",Indien,35.0,RISE-1.5,Te brygt,Te brygget,You brygt,Brygt dig,5.0,Hvis,Om,If,Indien,0.19
4630,1962.0,5b0083866fd2dcf4a031b73a,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083a8,3.0,True,0.2,"If, Organic","Indien, Ekologisk","Om, Økologisk","Hvis, Økologisk",Indien,35.0,RISE-1.5,Te brygt,Te brygget,You brygt,Brygt dig,5.0,Hvis,Om,If,Indien,0.19
4631,1963.0,5b0083866fd2dcf4a031b5a0,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083ab,0.0,True,0.19,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Örtte drickf,Urtete drinkf,Herbal tea drinkf,Urte-te-drink,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.19
4632,1963.0,5b0083866fd2dcf4a031b5a0,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083ad,2.0,True,0.2,"If, Organic","Indien, Ekologisk","Om, Økologisk","Hvis, Økologisk",Indien,35.0,RISE-1.5,Örtte drickf,Urtete drinkf,Herbal tea drinkf,Urte-te-drink,5.0,Hvis,Om,If,Indien,0.19
4633,1963.0,5b0083866fd2dcf4a031b5a0,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083af,4.0,False,0.18,"If, Conventional","Indien, Konventionell","Om, Konvensjonell","Hvis, Konventionel",Indien,35.0,RISE-1.5,Örtte drickf,Urtete drinkf,Herbal tea drinkf,Urte-te-drink,5.0,Hvis,Om,If,Indien,0.19
4634,1964.0,5b0083876fd2dcf4a031ba9d,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083b1,0.0,True,0.19,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Nyponte m svarta vinbär drickf,Nyponte m blackcurrant drickf,Nyponte m blackcurrant drickf,Nyponte m solbærdrink,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,0.19
4635,1964.0,5b0083876fd2dcf4a031ba9d,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083b3,2.0,False,0.18,"If, Conventional","Indien, Konventionell","Om, Konvensjonell","Hvis, Konventionel",Indien,35.0,RISE-1.5,Nyponte m svarta vinbär drickf,Nyponte m blackcurrant drickf,Nyponte m blackcurrant drickf,Nyponte m solbærdrink,5.0,Hvis,Om,If,Indien,0.19
4636,1964.0,5b0083876fd2dcf4a031ba9d,1,Dryck (ej mjölk),102,Kaffe. te och kakao,519,Te. drickfärdigt,5b7bd6c94a40085c092083b5,4.0,True,0.2,"If, Organic","Indien, Ekologisk","Om, Økologisk","Hvis, Økologisk",Indien,35.0,RISE-1.5,Nyponte m svarta vinbär drickf,Nyponte m blackcurrant drickf,Nyponte m blackcurrant drickf,Nyponte m solbærdrink,5.0,Hvis,Om,If,Indien,0.19
4637,1965.0,5b0083866fd2dcf4a031b5be,7,Livsmedelsrätter och ingredienser,156,Majonnäs. dressing,969,Vinäger och ättika,5b7bd6c94a40085c092083b7,0.0,True,1.63,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Ättiksprit,Eddik essens,Vinegar essence,eddike ESSENCE,5.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.63
4638,1965.0,5b0083866fd2dcf4a031b5be,7,Livsmedelsrätter och ingredienser,156,Majonnäs. dressing,969,Vinäger och ättika,5b7bd6c94a40085c092083b9,2.0,False,1.63,"Italy, Conventional","Italien, Konventionell","Italia, Konvensjonell","Italien, Konventionel",Italien,7.0,RISE-1.5,Ättiksprit,Eddik essens,Vinegar essence,eddike ESSENCE,5.0,Italien,Italia,Italy,Italien,1.63
4639,1966.0,5b0083866fd2dcf4a031b681,7,Livsmedelsrätter och ingredienser,156,Majonnäs. dressing,969,Vinäger och ättika,5b7bd6c94a40085c092083bb,0.0,True,1.63,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Vinäger,Eddik,Vinegar,Eddike,1.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.63
4640,1966.0,5b0083866fd2dcf4a031b681,7,Livsmedelsrätter och ingredienser,156,Majonnäs. dressing,969,Vinäger och ättika,5b7bd6c94a40085c092083bd,2.0,False,1.63,"Italy, Conventional","Italien, Konventionell","Italia, Konvensjonell","Italien, Konventionel",Italien,7.0,RISE-1.5,Vinäger,Eddik,Vinegar,Eddike,1.0,Italien,Italia,Italy,Italien,1.63
4641,1967.0,5b0083866fd2dcf4a031b600,7,Livsmedelsrätter och ingredienser,156,Majonnäs. dressing,969,Vinäger och ättika,5b7bd6c94a40085c092083bf,0.0,True,1.63,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Äppelcidervinäger ättiksyra 7 %,Eplecider eddik 7%,Apple cider vinegar 7%,Æblecidereddike 7%,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,1.63
